ReferenceID,SiteID,SiteName,SiteNumber,ThumbPathName,ThumbFileName,ArchIDNum
78,728,Western Cemetery,G 2173,https://nrs.harvard.edu,urn-3:FHCL:37704915?width=170&height=170,459586818
78,730,Western Cemetery,G 2175,https://nrs.harvard.edu,urn-3:FHCL:37900112?width=170&height=170,460179541
78,740,Western Cemetery,G 2184,https://nrs.harvard.edu,urn-3:FHCL:37704587?width=170&height=170,459586326
78,741,Western Cemetery,G 2185,https://nrs.harvard.edu,urn-3:FHCL:37863266?width=170&height=170,460120648
78,743,Western Cemetery,G 2187,https://nrs.harvard.edu,urn-3:FHCL:38497939?width=170&height=170,462299007
78,745,Western Cemetery,G 2191,https://nrs.harvard.edu,urn-3:FHCL:37818452?width=170&height=170,459916829
78,749,Western Cemetery,G 2196,https://nrs.harvard.edu,urn-3:FHCL:37704703?width=170&height=170,459586500
78,750,Western Cemetery,G 2197,https://nrs.harvard.edu,urn-3:FHCL:37818602?width=170&height=170,459917054
78,768,Western Cemetery,G 2238,https://nrs.harvard.edu,urn-3:FHCL:39147184?width=170&height=170,464182057
78,769,Western Cemetery,G 2239,https://nrs.harvard.edu,urn-3:FHCL:39147188?width=170&height=170,464182063
78,774,Western Cemetery,G 2242,https://nrs.harvard.edu,urn-3:FHCL:37832430?width=170&height=170,459996522
78,775,Western Cemetery,G 2240,https://nrs.harvard.edu,urn-3:FHCL:37832443?width=170&height=170,459996531
78,777,Western Cemetery,G 2243,https://nrs.harvard.edu,urn-3:FHCL:37832430?width=170&height=170,459996522
78,801,Western Cemetery,G 2336,https://nrs.harvard.edu,urn-3:FHCL:37704749?width=170&height=170,459586569
78,802,Western Cemetery,G 2337,https://nrs.harvard.edu,urn-3:FHCL:37704767?width=170&height=170,459586596
78,810,Western Cemetery,G 2353,https://nrs.harvard.edu,urn-3:FHCL:37819044?width=170&height=170,459917717
78,814,Western Cemetery,G 2360,https://nrs.harvard.edu,urn-3:FHCL:37863810?width=170&height=170,460121029
78,821,Western Cemetery,G 2370,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_1999.201.09.jpg,NULL
78,825,Western Cemetery,G 2374,https://nrs.harvard.edu,urn-3:FHCL:37740193?width=170&height=170,459673581
78,826,Western Cemetery,G 2375,https://nrs.harvard.edu,urn-3:FHCL:40684945?width=170&height=170,471649490
78,831,Western Cemetery,G 2381,https://nrs.harvard.edu,urn-3:FHCL:37704859?width=170&height=170,459586734
78,833,Western Cemetery,G 2378,https://nrs.harvard.edu,urn-3:FHCL:37704939?width=170&height=170,459586854
78,836,Western Cemetery,G 2385,https://nrs.harvard.edu,urn-3:FHCL:37704901?width=170&height=170,459586797
78,854,Western Cemetery,G 2405,https://nrs.harvard.edu,urn-3:FHCL:38462910?width=170&height=170,462119934
78,856,Western Cemetery,G 2407,https://nrs.harvard.edu,urn-3:FHCL:37819030?width=170&height=170,459917696
78,858,Western Cemetery,G 2409,https://nrs.harvard.edu,urn-3:FHCL:37962661?width=170&height=170,460357302
78,864,Western Cemetery,G 2415,https://nrs.harvard.edu,urn-3:FHCL:37819356?width=170&height=170,459918185
78,869,Western Cemetery,G 2420,https://nrs.harvard.edu,urn-3:FHCL:37819054?width=170&height=170,459917732
78,870,Western Cemetery,G 2421,https://nrs.harvard.edu,urn-3:FHCL:37819060?width=170&height=170,459917741
78,872,Western Cemetery,G 2423,https://nrs.harvard.edu,urn-3:FHCL:37819356?width=170&height=170,459918185
78,873,Western Cemetery,G 2424+2425,https://nrs.harvard.edu,urn-3:FHCL:37819356?width=170&height=170,459918185
78,878,Western Cemetery,G 2430,https://nrs.harvard.edu,urn-3:FHCL:37819376?width=170&height=170,459918215
78,879,Western Cemetery,G 2431,https://nrs.harvard.edu,urn-3:FHCL:39146514?width=170&height=170,464181052
78,896,Western Cemetery,G 2445,https://nrs.harvard.edu,urn-3:FHCL:38025323?width=170&height=170,460503496
78,897,Western Cemetery,G 2450,https://nrs.harvard.edu,urn-3:FHCL:37705047?width=170&height=170,459587016
78,908,Western Cemetery,G 2465,https://nrs.harvard.edu,urn-3:FHCL:38025267?width=170&height=170,460503412
78,913,Western Cemetery,G 2467,https://nrs.harvard.edu,urn-3:FHCL:38025321?width=170&height=170,460503493
78,919,Western Cemetery,G 2472,https://nrs.harvard.edu,urn-3:FHCL:39147478?width=170&height=170,464182498
78,921,Western Cemetery,G 2473,https://nrs.harvard.edu,urn-3:FHCL:37833050?width=170&height=170,459996975
78,922,Western Cemetery,G 2474,https://nrs.harvard.edu,urn-3:FHCL:39147472?width=170&height=170,464182489
78,923,Western Cemetery,G 2475,https://nrs.harvard.edu,urn-3:FHCL:37832934?width=170&height=170,459996888
78,947,Western Cemetery,G 3003,https://nrs.harvard.edu,urn-3:FHCL:40765762?width=170&height=170,472182330
78,949,Western Cemetery,G 3005,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,953,Western Cemetery,G 3010,https://nrs.harvard.edu,urn-3:FHCL:40810531?width=170&height=170,472336168
78,954,Western Cemetery,G 3011,https://nrs.harvard.edu,urn-3:FHCL:40810531?width=170&height=170,472336168
78,955,Western Cemetery,G 3012,https://nrs.harvard.edu,urn-3:FHCL:40810531?width=170&height=170,472336168
78,966,Western Cemetery,G 3030,https://nrs.harvard.edu,urn-3:FHCL:40810531?width=170&height=170,472336168
78,967,Western Cemetery,G 3031,https://nrs.harvard.edu,urn-3:FHCL:40810531?width=170&height=170,472336168
78,971,Western Cemetery,G 3035,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,972,Western Cemetery,G 3036,https://nrs.harvard.edu,urn-3:FHCL:40810535?width=170&height=170,472336171
78,987,Western Cemetery,G 3086,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,992,Western Cemetery,G 3093,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,994,Western Cemetery,G 3095,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,997,Western Cemetery,G 3098,https://nrs.harvard.edu,urn-3:FHCL:40810527?width=170&height=170,472336165
78,999,Western Cemetery,G 4000,https://nrs.harvard.edu,urn-3:FHCL:40708942?width=170&height=170,471819637
78,1000,Western Cemetery,G 4121,https://nrs.harvard.edu,urn-3:FHCL:38024757?width=170&height=170,460502647
78,1001,Western Cemetery,G 4122,https://nrs.harvard.edu,urn-3:FHCL:38024757?width=170&height=170,460502647
78,1012,Western Cemetery,G 4311,https://nrs.harvard.edu,urn-3:FHCL:37819580?width=170&height=170,459918521
78,1016,Western Cemetery,G 4321,https://nrs.harvard.edu,urn-3:FHCL:38551754?width=170&height=170,462429420
78,1018,Western Cemetery,G 4331,https://nrs.harvard.edu,urn-3:FHCL:38500194?width=170&height=170,462300645
78,1024,Western Cemetery,G 4351,https://nrs.harvard.edu,urn-3:FHCL:41113141?width=170&height=170,474951006
78,1027,Western Cemetery,G 4410,https://nrs.harvard.edu,urn-3:FHCL:38024513?width=170&height=170,460502281
78,1028,Western Cemetery,G 4411,https://nrs.harvard.edu,urn-3:FHCL:37705247?width=170&height=170,459587316
78,1036,Western Cemetery,G 4421,https://nrs.harvard.edu,urn-3:FHCL:37739961?width=170&height=170,459673233
78,1051,Western Cemetery,G 4461,https://nrs.harvard.edu,urn-3:FHCL:41107165?width=170&height=170,474940430
78,1055,Western Cemetery,G 4512,https://nrs.harvard.edu,urn-3:FHCL:37962436?width=170&height=170,460356966
78,1063,Western Cemetery,G 4520,https://nrs.harvard.edu,urn-3:FHCL:37705243?width=170&height=170,459587310
78,1065,Western Cemetery,G 4522,https://nrs.harvard.edu,urn-3:FHCL:38551658?width=170&height=170,462429279
78,1082,Western Cemetery,G 4611,https://nrs.harvard.edu,urn-3:FHCL:37901044?width=170&height=170,460180939
78,1083,Western Cemetery,G 4612,https://nrs.harvard.edu,urn-3:FHCL:38552712?width=170&height=170,462430140
78,1115,Western Cemetery,G 4721,https://nrs.harvard.edu,urn-3:FHCL:38500447?width=170&height=170,462300840
78,1123,Western Cemetery,G 4733,https://nrs.harvard.edu,urn-3:FHCL:37705297?width=170&height=170,459587391
78,1124,Western Cemetery,G 4734,https://nrs.harvard.edu,urn-3:FHCL:37962290?width=170&height=170,460356747
78,1126,Western Cemetery,G 4741,https://nrs.harvard.edu,urn-3:FHCL:37705293?width=170&height=170,459587385
78,1128,Western Cemetery,G 4750,https://nrs.harvard.edu,urn-3:FHCL:41106741?width=170&height=170,474939821
78,1137,Western Cemetery,G 4811+4812,https://nrs.harvard.edu,urn-3:FHCL:37792319?width=170&height=170,459779827
78,1138,Western Cemetery,G 4813,https://nrs.harvard.edu,urn-3:FHCL:37900988?width=170&height=170,460180855
78,1141,Western Cemetery,G 4816,https://nrs.harvard.edu,urn-3:FHCL:38552684?width=170&height=170,462430119
78,1142,Western Cemetery,G 4817,https://nrs.harvard.edu,urn-3:FHCL:37819472?width=170&height=170,459918359
78,1158,Western Cemetery,G 4920,https://nrs.harvard.edu,urn-3:FHCL:38552228?width=170&height=170,462429777
78,1160,Western Cemetery,G 4930,https://nrs.harvard.edu,urn-3:FHCL:38552248?width=170&height=170,462429792
78,1161,Western Cemetery,G 4940,https://nrs.harvard.edu,urn-3:FHCL:38552304?width=170&height=170,462429834
78,1162,Western Cemetery,G 4941,https://nrs.harvard.edu,urn-3:FHCL:41106905?width=170&height=170,474940067
78,1165,Western Cemetery,G 4970,https://nrs.harvard.edu,urn-3:FHCL:40710763?width=170&height=170,471820984
78,1169,Western Cemetery,G 5460,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_01071.jpg,NULL
78,1170,Western Cemetery,G 5470,https://nrs.harvard.edu,urn-3:FHCL:41110868?width=170&height=170,474948696
78,1171,Western Cemetery,G 5480,https://nrs.harvard.edu,urn-3:FHCL:41110881?width=170&height=170,474948705
78,1223,Western Cemetery,Khesef [I],https://nrs.harvard.edu,urn-3:FHCL:41111159?width=170&height=170,474948894
78,1227,Western Cemetery,Khnemu,https://nrs.harvard.edu,urn-3:FHCL:41105731?width=170&height=170,474938345
78,1229,Western Cemetery,Khufuseneb [I],https://nrs.harvard.edu,urn-3:FHCL:41105931?width=170&height=170,474938642
78,1231,Central Field (Hassan),G 8066,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1241,Western Cemetery,Menib,https://nrs.harvard.edu,urn-3:FHCL:41111172?width=170&height=170,474948903
78,1244,Central Field (Hassan),G 8990,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_03138.jpg,NULL
78,1245,Western Cemetery,Meruka,https://nrs.harvard.edu,urn-3:FHCL:41107259?width=170&height=170,474940571
78,1247,Central Field (Hassan),G 8668,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1252,Western Cemetery,Nebetpedju,https://nrs.harvard.edu,urn-3:FHCL:41110833?width=170&height=170,474948672
78,1253,Western Cemetery,Neferen,https://nrs.harvard.edu,urn-3:FHCL:41105915?width=170&height=170,474938618
78,1256,Central Field (Hassan),G 8412,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1259,Western Cemetery,Neferi,NULL,NULL,NULL
78,1264,Central Field (Hassan),G 8514,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1266,Central Field (Hassan),G 8220,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1280,Eastern Cemetery,G 7715,https://nrs.harvard.edu,urn-3:FHCL:37819602?width=170&height=170,459918554
78,1282,Eastern Cemetery,G 7721,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_1993.069.12.jpg,NULL
78,1296,Eastern Cemetery,G 7765,https://nrs.harvard.edu,urn-3:FHCL:37948011?width=170&height=170,460315814
78,1304,Eastern Cemetery,G 7779,https://nrs.harvard.edu,urn-3:FHCL:37947217?width=170&height=170,460314623
78,1311,G I-South Cemetery,Niankhhathor [II],https://nrs.harvard.edu,urn-3:FHCL:41391589?width=170&height=170,478127270
78,1315,Central Field (Hassan),G 8504,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\movies\,PDM_05994.jpg,NULL
78,1317,Western Cemetery,G 2136b,https://nrs.harvard.edu,urn-3:FHCL:41105893?width=170&height=170,474938585
78,1318,Western Cemetery,Nikaukhnum,https://nrs.harvard.edu,urn-3:FHCL:41110517?width=170&height=170,474948453
78,1319,Central Field (Hassan),G 8900,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1323,Western Cemetery,Niudjaptah,NULL,NULL,NULL
78,1333,G I-South Cemetery,Ptahhetep,https://nrs.harvard.edu,urn-3:FHCL:41112485?width=170&height=170,474950070
78,1335,Western Cemetery,Ptahshepses [I],https://nrs.harvard.edu,urn-3:FHCL:41106047?width=170&height=170,474938798
78,1338,Central Field (Hassan),G 8290,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1343,Western Cemetery,G 5520,https://nrs.harvard.edu,urn-3:FHCL:37818506?width=170&height=170,459916910
78,1358,Western Cemetery,G 5560,https://nrs.harvard.edu,urn-3:FHCL:41106881?width=170&height=170,474940031
78,1363,Western Cemetery,G 6010,https://nrs.harvard.edu,urn-3:FHCL:38024697?width=170&height=170,460502557
78,1364,Western Cemetery,G 6011,https://nrs.harvard.edu,urn-3:FHCL:40810266?width=170&height=170,472335961
78,1369,Western Cemetery,G 6020,https://nrs.harvard.edu,urn-3:FHCL:37740585?width=170&height=170,459674139
78,1377,Western Cemetery,G 6027,https://nrs.harvard.edu,urn-3:FHCL:37831803?width=170&height=170,459995592
78,1378,Western Cemetery,G 6028,https://nrs.harvard.edu,urn-3:FHCL:40810266?width=170&height=170,472335961
78,1379,Western Cemetery,G 6030,https://nrs.harvard.edu,urn-3:FHCL:37831923?width=170&height=170,459995772
78,1387,Western Cemetery,G 6040,https://nrs.harvard.edu,urn-3:FHCL:38024701?width=170&height=170,460502563
78,1389,Western Cemetery,G 6042,https://nrs.harvard.edu,urn-3:FHCL:38556642?width=170&height=170,462436968
78,1391,Western Cemetery,G 6044,https://nrs.harvard.edu,urn-3:FHCL:37831707?width=170&height=170,459995448
78,1392,Western Cemetery,G 6050,https://nrs.harvard.edu,urn-3:FHCL:37901796?width=170&height=170,460182067
78,1394,Western Cemetery,G 6052,https://nrs.harvard.edu,urn-3:FHCL:37946457?width=170&height=170,460313483
78,1512,Eastern Cemetery,G 7070,https://nrs.harvard.edu,urn-3:FHCL:37741793?width=170&height=170,459675915
78,1516,Eastern Cemetery,G 7101,https://nrs.harvard.edu,urn-3:FHCL:37740189?width=170&height=170,459673575
78,1517,Eastern Cemetery,G 7102,https://nrs.harvard.edu,urn-3:FHCL:37792515?width=170&height=170,459780121
78,1521,Eastern Cemetery,G 7130-7140,https://nrs.harvard.edu,urn-3:FHCL:37777165?width=170&height=170,459753489
78,1528,Eastern Cemetery,G 7143,https://nrs.harvard.edu,urn-3:FHCL:37946499?width=170&height=170,460313546
78,1533,Eastern Cemetery,G 7145+7147,https://nrs.harvard.edu,urn-3:FHCL:37946497?width=170&height=170,460313543
78,1536,Eastern Cemetery,G 7150,https://nrs.harvard.edu,urn-3:FHCL:37741743?width=170&height=170,459675840
78,1537,Eastern Cemetery,G 7151,https://nrs.harvard.edu,urn-3:FHCL:37946497?width=170&height=170,460313543
78,1538,Eastern Cemetery,G 7152,https://nrs.harvard.edu,urn-3:FHCL:37946619?width=170&height=170,460313726
78,1545,Eastern Cemetery,G 7249,https://nrs.harvard.edu,urn-3:FHCL:37741677?width=170&height=170,459675741
78,1570,Eastern Cemetery,G 7510,https://nrs.harvard.edu,urn-3:FHCL:37740327?width=170&height=170,459673782
78,1580,Eastern Cemetery,G 7785,https://nrs.harvard.edu,urn-3:FHCL:37776272?width=170&height=170,459752580
78,1584,Eastern Cemetery,G 7788,https://nrs.harvard.edu,urn-3:FHCL:37776305?width=170&height=170,459752604
78,1626,Eastern Cemetery,G 7829,https://nrs.harvard.edu,urn-3:FHCL:37961163?width=170&height=170,460355058
78,1683,Eastern Cemetery,G 7936,https://nrs.harvard.edu,urn-3:FHCL:37792407?width=170&height=170,459779959
78,1684,Eastern Cemetery,G 7937,https://nrs.harvard.edu,urn-3:FHCL:37792407?width=170&height=170,459779959
78,1696,G I-South Cemetery,Mastaba III,https://nrs.harvard.edu,urn-3:FHCL:41391615?width=170&height=170,478127309
78,1699,Eastern Cemetery,G 7948,https://nrs.harvard.edu,urn-3:FHCL:37818652?width=170&height=170,459917129
78,1701,G I-South Cemetery,Mastaba IX,https://nrs.harvard.edu,urn-3:FHCL:41112461?width=170&height=170,474950034
78,1770,Sphinx Complex,G 9120,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1796,Western Cemetery,Lepsius 20-21,https://nrs.harvard.edu,urn-3:FHCL:41461911?width=170&height=170,479258095
78,1797,Western Cemetery,Menhebu,https://nrs.harvard.edu,urn-3:FHCL:41106477?width=170&height=170,474939428
78,1801,G I-South Cemetery,Lepsius 53,https://nrs.harvard.edu,urn-3:FHCL:41112483?width=170&height=170,474950067
78,1802,G I-South Cemetery,Lepsius 54,https://nrs.harvard.edu,urn-3:FHCL:41112381?width=170&height=170,474949917
78,1805,G I-South Cemetery,Lepsius 55,https://nrs.harvard.edu,urn-3:FHCL:41391257?width=170&height=170,478126772
78,1826,Central Field (Hassan),G 8478,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1828,Central Field (Hassan),G 8460,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1832,Central Field (Hassan),G 8090,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_1999.002.21.jpg,NULL
78,1833,Central Field (Hassan),G 8091,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1834,Central Field (Hassan),G 8080,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_1999.002.19.jpg,NULL
78,1836,Central Field (Hassan),G 8310,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1837,Central Field (Hassan),G 8674,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1841,Central Field (Hassan),G 8993,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1842,Western Cemetery,Abdu,https://nrs.harvard.edu,urn-3:FHCL:41594837?width=170&height=170,481003549
78,1846,Western Cemetery,Akhu,https://nrs.harvard.edu,urn-3:FHCL:41432451?width=170&height=170,478893671
78,1849,Central Field (Hassan),G 8806,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1851,Western Cemetery,Ankhu (2),https://nrs.harvard.edu,urn-3:FHCL:41111360?width=170&height=170,474949032
78,1853,Central Field (Hassan),G 8260,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1858,Western Cemetery,Mastaba of Companion,https://nrs.harvard.edu,urn-3:FHCL:41109975?width=170&height=170,474948072
78,1859,Central Field (Hassan),G 8975,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1860,Western Cemetery,Demeg,https://nrs.harvard.edu,urn-3:FHCL:41111198?width=170&height=170,474948921
78,1861,Central Field (Hassan),G 8862,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_03189.jpg,NULL
78,1869,Central Field (Hassan),G 8492,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1873,Western Cemetery,Hetepi (1),https://nrs.harvard.edu,urn-3:FHCL:41106911?width=170&height=170,474940076
78,1881,Western Cemetery,Idu [II],https://nrs.harvard.edu,urn-3:FHCL:41106581?width=170&height=170,474939584
78,1884,Central Field (Hassan),G 8426,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1885,Central Field (Hassan),G 8910,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_03106.jpg,NULL
78,1886,Central Field (Hassan),G 8520,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1889,Central Field (Hassan),G 8538,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1891,Central Field (Hassan),G 8698,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1893,Central Field (Hassan),G 8210,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1896,G I-South Cemetery,Itjef,https://nrs.harvard.edu,urn-3:FHCL:41391733?width=170&height=170,478127480
78,1899,Central Field (Hassan),G 8410,https://nrs.harvard.edu,urn-3:FHCL:41121893?width=170&height=170,474982243
78,1901,Western Cemetery,Iuf,https://nrs.harvard.edu,urn-3:FHCL:41107247?width=170&height=170,474940553
78,1902,Central Field (Hassan),G 8911,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\recent\,PDM_03123.jpg,NULL
78,1904,G I-South Cemetery,Iymery [I],https://nrs.harvard.edu,urn-3:FHCL:41391135?width=170&height=170,478126589
